Date,Product ID,Product Name,Category,Sales Channel,Units Sold,Revenue
12/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,36,162000.00
2/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,18,162000.00
1/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,36,162000.00
5/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,18,162000.00
2/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,18,162000.00
8/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,36,162000.00
5/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,18,162000.00
2/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,18,162000.00
5/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,18,162000.00
5/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,18,162000.00
3/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,18,162000.00
2/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,18,162000.00
5/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,18,162000.00
4/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Direct,43,161250.00
3/1/2024,CC-2001,Commercial Charger Standard,Commercial Chargers,Distributor,117,157950.00
6/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Direct,35,157500.00
6/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,35,157500.00
2/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Direct,35,157500.00
2/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,35,157500.00
2/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,35,157500.00
12/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,35,157500.00
12/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,35,157500.00
5/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,35,157500.00
1/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,42,157500.00
1/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,42,157500.00
10/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,35,157500.00
9/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,35,157500.00
9/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,35,157500.00
6/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,41,153750.00
5/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,17,153000.00
5/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,17,153000.00
6/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,34,153000.00
7/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,34,153000.00
5/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,34,153000.00
4/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,17,153000.00
1/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,17,153000.00
10/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,17,153000.00
1/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,17,153000.00
12/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,17,153000.00
6/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,17,153000.00
4/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,17,153000.00
1/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,17,153000.00
10/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,17,153000.00
3/1/2021,PC-4003,Public Charger Pro,Public Chargers,Distributor,17,153000.00
4/1/2024,CC-2001,Commercial Charger Standard,Commercial Chargers,Distributor,111,149850.00
3/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,33,148500.00
3/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,33,148500.00
2/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,33,148500.00
7/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,33,148500.00
12/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Direct,33,148500.00
11/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Direct,33,148500.00
10/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Direct,33,148500.00
5/1/2024,CC-2001,Commercial Charger Standard,Commercial Chargers,Distributor,109,147150.00
6/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Direct,39,146250.00
6/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,39,146250.00
3/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Direct,39,146250.00
3/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,39,146250.00
9/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,39,146250.00
9/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,39,146250.00
9/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Direct,39,146250.00
9/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,39,146250.00
7/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Direct,39,146250.00
4/1/2024,CC-2001,Commercial Charger Standard,Commercial Chargers,Direct,108,145800.00
11/1/2023,CC-2001,Commercial Charger Standard,Commercial Chargers,Distributor,107,144450.00
11/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,32,144000.00
11/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,32,144000.00
4/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,32,144000.00
4/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,16,144000.00
4/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,16,144000.00
9/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,32,144000.00
9/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,32,144000.00
4/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,16,144000.00
4/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,16,144000.00
5/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,16,144000.00
11/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,32,144000.00
7/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,16,144000.00
5/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,32,144000.00
10/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Direct,32,144000.00
4/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,16,144000.00
6/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,16,144000.00
8/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Direct,38,142500.00
8/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,38,142500.00
8/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Direct,38,142500.00
8/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,38,142500.00
4/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,31,139500.00
2/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,37,138750.00
9/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Direct,37,138750.00
6/1/2024,CC-2001,Commercial Charger Standard,Commercial Chargers,Distributor,101,136350.00
6/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,15,135000.00
6/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,15,135000.00
4/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,15,135000.00
4/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,15,135000.00
7/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,30,135000.00
3/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,36,135000.00
3/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,15,135000.00
3/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,15,135000.00
11/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,30,135000.00
10/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,36,135000.00
10/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,36,135000.00
3/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,36,135000.00
3/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,15,135000.00
3/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,15,135000.00
10/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Direct,36,135000.00
10/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,36,135000.00
10/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,15,135000.00
7/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Direct,36,135000.00
7/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,36,135000.00
6/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,30,135000.00
9/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,15,135000.00
8/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,15,135000.00
5/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,15,135000.00
4/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,15,135000.00
7/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,15,135000.00
9/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,15,135000.00
9/1/2021,PC-4003,Public Charger Pro,Public Chargers,Distributor,15,135000.00
11/1/2023,CC-2001,Commercial Charger Standard,Commercial Chargers,Direct,99,133650.00
5/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,35,131250.00
6/1/2024,CC-2001,Commercial Charger Standard,Commercial Chargers,Direct,97,130950.00
10/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,29,130500.00
10/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,29,130500.00
9/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,29,130500.00
9/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,29,130500.00
6/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,29,130500.00
6/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,29,130500.00
8/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Direct,29,130500.00
6/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Distributor,29,130500.00
12/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Direct,29,130500.00
1/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,14,126000.00
1/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,14,126000.00
11/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,28,126000.00
3/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,28,126000.00
5/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,14,126000.00
5/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,14,126000.00
2/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,14,126000.00
2/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,14,126000.00
12/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,14,126000.00
11/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,14,126000.00
8/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,14,126000.00
7/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,14,126000.00
6/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,14,126000.00
6/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,14,126000.00
11/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,14,126000.00
11/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,14,126000.00
11/1/2021,PC-4003,Public Charger Pro,Public Chargers,Distributor,14,126000.00
7/1/2021,PC-4003,Public Charger Pro,Public Chargers,Distributor,14,126000.00
4/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,14,126000.00
1/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Direct,33,123750.00
1/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,33,123750.00
12/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Direct,33,123750.00
12/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,33,123750.00
11/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Direct,33,123750.00
11/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,33,123750.00
9/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Direct,33,123750.00
9/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,33,123750.00
7/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,33,123750.00
2/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,27,121500.00
2/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,27,121500.00
2/1/2024,PC-4002,Public Charger Advanced,Public Chargers,Direct,27,121500.00
4/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Distributor,27,121500.00
2/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,32,120000.00
11/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,32,120000.00
8/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,32,120000.00
8/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,32,120000.00
6/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,44,118800.00
6/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,44,118800.00
6/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,44,118800.00
5/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,44,118800.00
5/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,44,118800.00
2/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,13,117000.00
2/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,13,117000.00
10/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,26,117000.00
10/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,26,117000.00
11/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,26,117000.00
11/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,26,117000.00
10/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,26,117000.00
10/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,26,117000.00
10/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,26,117000.00
10/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,13,117000.00
10/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,13,117000.00
5/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,26,117000.00
4/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,26,117000.00
2/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,13,117000.00
2/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,13,117000.00
7/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,13,117000.00
7/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,13,117000.00
3/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,13,117000.00
3/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,13,117000.00
6/1/2024,PC-4001,Public Charger Standard,Public Chargers,Direct,65,117000.00
2/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,13,117000.00
7/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,13,117000.00
9/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Direct,26,117000.00
2/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,13,117000.00
12/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,31,116250.00
7/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,31,116250.00
5/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,31,116250.00
5/1/2024,CC-2001,Commercial Charger Standard,Commercial Chargers,Direct,84,113400.00
5/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Direct,30,112500.00
5/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,30,112500.00
1/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,30,112500.00
10/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,25,112500.00
1/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,25,112500.00
12/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Direct,30,112500.00
12/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,30,112500.00
4/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,41,110700.00
4/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,41,110700.00
1/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,41,110700.00
1/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,41,110700.00
7/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Direct,29,108750.00
7/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,29,108750.00
7/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,29,108750.00
7/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,29,108750.00
3/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,40,108000.00
3/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,40,108000.00
3/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,12,108000.00
3/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,12,108000.00
11/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,12,108000.00
11/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,12,108000.00
6/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,12,108000.00
6/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,12,108000.00
5/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,12,108000.00
5/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,12,108000.00
2/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,12,108000.00
2/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,12,108000.00
11/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,12,108000.00
11/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,12,108000.00
1/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,12,108000.00
1/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,12,108000.00
6/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,12,108000.00
6/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,12,108000.00
4/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,24,108000.00
4/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,24,108000.00
3/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,24,108000.00
1/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,12,108000.00
1/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,12,108000.00
3/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,12,108000.00
5/1/2023,PC-4001,Public Charger Standard,Public Chargers,Direct,60,108000.00
10/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,12,108000.00
8/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,12,108000.00
5/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Distributor,24,108000.00
4/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,12,108000.00
4/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,12,108000.00
2/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Distributor,24,108000.00
2/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,12,108000.00
11/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,12,108000.00
8/1/2021,PC-4003,Public Charger Pro,Public Chargers,Distributor,12,108000.00
3/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Distributor,24,108000.00
2/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,39,105300.00
2/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,39,105300.00
2/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,28,105000.00
9/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,23,103500.00
8/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,23,103500.00
8/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,23,103500.00
2/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,23,103500.00
10/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,23,103500.00
3/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,23,103500.00
4/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Distributor,23,103500.00
1/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,38,102600.00
2/1/2024,PC-4001,Public Charger Standard,Public Chargers,Direct,57,102600.00
12/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,27,101250.00
10/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,27,101250.00
8/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,27,101250.00
1/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,27,101250.00
11/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Direct,27,101250.00
11/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,27,101250.00
1/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,27,101250.00
2/1/2022,PC-4001,Public Charger Standard,Public Chargers,Direct,56,100800.00
3/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,37,99900.00
7/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,37,99900.00
7/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,37,99900.00
2/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,37,99900.00
9/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,11,99000.00
9/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,11,99000.00
8/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,11,99000.00
8/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,11,99000.00
7/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,11,99000.00
7/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,11,99000.00
5/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,11,99000.00
5/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,11,99000.00
2/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,11,99000.00
2/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,11,99000.00
1/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,11,99000.00
1/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,11,99000.00
7/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,11,99000.00
7/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,11,99000.00
3/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,11,99000.00
3/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,11,99000.00
10/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,11,99000.00
7/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,11,99000.00
7/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,11,99000.00
9/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,11,99000.00
12/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,11,99000.00
7/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,11,99000.00
3/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,11,99000.00
1/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,11,99000.00
9/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,26,97500.00
8/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,26,97500.00
12/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,26,97500.00
12/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,26,97500.00
11/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,26,97500.00
11/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,26,97500.00
10/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,26,97500.00
5/1/2024,PC-4001,Public Charger Standard,Public Chargers,Direct,53,95400.00
4/1/2021,PC-4001,Public Charger Standard,Public Chargers,Direct,53,95400.00
9/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,35,94500.00
9/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,35,94500.00
3/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,35,94500.00
3/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,35,94500.00
8/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,21,94500.00
1/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,21,94500.00
12/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,21,94500.00
11/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,21,94500.00
7/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,21,94500.00
5/1/2024,PC-4002,Public Charger Advanced,Public Chargers,Distributor,21,94500.00
11/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Distributor,21,94500.00
3/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,25,93750.00
12/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,10,90000.00
12/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,10,90000.00
9/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,24,90000.00
6/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,10,90000.00
6/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,10,90000.00
3/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,10,90000.00
3/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,10,90000.00
9/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,10,90000.00
9/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,10,90000.00
8/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,20,90000.00
8/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,20,90000.00
2/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,24,90000.00
4/1/2024,PC-4001,Public Charger Standard,Public Chargers,Direct,50,90000.00
4/1/2024,PC-4002,Public Charger Advanced,Public Chargers,Direct,20,90000.00
12/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,10,90000.00
