Date,Product ID,Product Name,Category,Sales Channel,Units Sold,Revenue
2/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,31,"$83,700.00"
4/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,46,"$82,800.00"
4/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,46,"$82,800.00"
6/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,22,"$82,500.00"
11/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,22,"$82,500.00"
6/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,45,"$81,000.00"
1/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,30,"$81,000.00"
6/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,30,"$81,000.00"
6/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,9,"$81,000.00"
6/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,9,"$81,000.00"
3/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,9,"$81,000.00"
3/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,9,"$81,000.00"
9/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,18,"$81,000.00"
4/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,9,"$81,000.00"
4/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,9,"$81,000.00"
12/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,9,"$81,000.00"
12/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,9,"$81,000.00"
8/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,9,"$81,000.00"
8/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,9,"$81,000.00"
5/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,9,"$81,000.00"
5/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,9,"$81,000.00"
8/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,18,"$81,000.00"
8/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,18,"$81,000.00"
3/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,9,"$81,000.00"
3/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,9,"$81,000.00"
2/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,9,"$81,000.00"
1/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,9,"$81,000.00"
1/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,9,"$81,000.00"
6/1/2024,PC-4002,Public Charger Advanced,Public Chargers,Distributor,18,"$81,000.00"
6/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,9,"$81,000.00"
4/1/2024,PC-4002,Public Charger Advanced,Public Chargers,Distributor,18,"$81,000.00"
3/1/2024,PC-4002,Public Charger Advanced,Public Chargers,Distributor,18,"$81,000.00"
1/1/2024,PC-4001,Public Charger Standard,Public Chargers,Direct,45,"$81,000.00"
1/1/2024,PC-4002,Public Charger Advanced,Public Chargers,Distributor,18,"$81,000.00"
1/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,9,"$81,000.00"
12/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,18,"$81,000.00"
11/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,9,"$81,000.00"
7/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,18,"$81,000.00"
6/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,18,"$81,000.00"
3/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,9,"$81,000.00"
3/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,9,"$81,000.00"
3/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,9,"$81,000.00"
2/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,18,"$81,000.00"
12/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,9,"$81,000.00"
10/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,9,"$81,000.00"
9/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,9,"$81,000.00"
7/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Distributor,18,"$81,000.00"
3/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Direct,18,"$81,000.00"
10/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,9,"$81,000.00"
6/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Direct,18,"$81,000.00"
6/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Distributor,18,"$81,000.00"
5/1/2021,PC-4001,Public Charger Standard,Public Chargers,Direct,45,"$81,000.00"
4/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Direct,18,"$81,000.00"
3/1/2021,PC-4001,Public Charger Standard,Public Chargers,Direct,45,"$81,000.00"
4/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,44,"$79,200.00"
6/1/2021,PC-4001,Public Charger Standard,Public Chargers,Direct,44,"$79,200.00"
2/1/2024,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,29,"$78,300.00"
7/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,29,"$78,300.00"
7/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,29,"$78,300.00"
4/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,29,"$78,300.00"
4/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,29,"$78,300.00"
2/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,43,"$77,400.00"
2/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,43,"$77,400.00"
2/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,17,"$76,500.00"
2/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,17,"$76,500.00"
4/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,17,"$76,500.00"
1/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,17,"$76,500.00"
12/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Direct,17,"$76,500.00"
8/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Distributor,17,"$76,500.00"
5/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Distributor,17,"$76,500.00"
2/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Distributor,17,"$76,500.00"
5/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,42,"$75,600.00"
5/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,42,"$75,600.00"
5/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,28,"$75,600.00"
2/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,28,"$75,600.00"
5/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,28,"$75,600.00"
2/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,28,"$75,600.00"
1/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,28,"$75,600.00"
1/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,28,"$75,600.00"
3/1/2024,PC-4001,Public Charger Standard,Public Chargers,Direct,42,"$75,600.00"
3/1/2022,PC-4001,Public Charger Standard,Public Chargers,Direct,42,"$75,600.00"
10/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Direct,20,"$75,000.00"
10/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,20,"$75,000.00"
4/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,20,"$75,000.00"
4/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,20,"$75,000.00"
8/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,20,"$75,000.00"
3/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,27,"$72,900.00"
5/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Direct,16,"$72,000.00"
5/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,16,"$72,000.00"
4/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,8,"$72,000.00"
4/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,8,"$72,000.00"
7/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,16,"$72,000.00"
7/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,16,"$72,000.00"
3/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,16,"$72,000.00"
3/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,16,"$72,000.00"
9/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,8,"$72,000.00"
9/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,8,"$72,000.00"
4/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,8,"$72,000.00"
4/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,8,"$72,000.00"
2/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,8,"$72,000.00"
2/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,8,"$72,000.00"
11/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,8,"$72,000.00"
11/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,8,"$72,000.00"
8/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,16,"$72,000.00"
6/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,8,"$72,000.00"
6/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,8,"$72,000.00"
5/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,8,"$72,000.00"
5/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,8,"$72,000.00"
5/1/2024,PC-4002,Public Charger Advanced,Public Chargers,Direct,16,"$72,000.00"
4/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
4/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
4/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
3/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
2/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
12/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
12/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
11/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
11/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
1/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
1/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
8/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
8/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
8/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
3/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
3/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
2/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Direct,16,"$72,000.00"
6/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
6/1/2021,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
4/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
4/1/2021,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
3/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Direct,16,"$72,000.00"
1/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,8,"$72,000.00"
1/1/2021,PC-4003,Public Charger Pro,Public Chargers,Distributor,8,"$72,000.00"
4/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Direct,19,"$71,250.00"
4/1/2023,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,19,"$71,250.00"
6/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,19,"$71,250.00"
2/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,39,"$70,200.00"
2/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,39,"$70,200.00"
12/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,26,"$70,200.00"
3/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,39,"$70,200.00"
3/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,39,"$70,200.00"
3/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,39,"$70,200.00"
4/1/2023,PC-4001,Public Charger Standard,Public Chargers,Direct,39,"$70,200.00"
6/1/2022,PC-4001,Public Charger Standard,Public Chargers,Direct,39,"$70,200.00"
8/1/2021,PC-4001,Public Charger Standard,Public Chargers,Direct,39,"$70,200.00"
7/1/2023,PC-4001,Public Charger Standard,Public Chargers,Direct,38,"$68,400.00"
1/1/2022,PC-4001,Public Charger Standard,Public Chargers,Direct,38,"$68,400.00"
2/1/2021,PC-4001,Public Charger Standard,Public Chargers,Direct,38,"$68,400.00"
4/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,25,"$67,500.00"
9/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,25,"$67,500.00"
2/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Direct,15,"$67,500.00"
2/1/2024,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,15,"$67,500.00"
8/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,15,"$67,500.00"
8/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,15,"$67,500.00"
10/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,15,"$67,500.00"
9/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,15,"$67,500.00"
4/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,15,"$67,500.00"
4/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,15,"$67,500.00"
4/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,18,"$67,500.00"
1/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,15,"$67,500.00"
1/1/2024,PC-4002,Public Charger Advanced,Public Chargers,Direct,15,"$67,500.00"
9/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,15,"$67,500.00"
8/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,15,"$67,500.00"
1/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Distributor,15,"$67,500.00"
5/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,37,"$66,600.00"
2/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,37,"$66,600.00"
8/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,24,"$64,800.00"
8/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,24,"$64,800.00"
3/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,36,"$64,800.00"
3/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,36,"$64,800.00"
7/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,24,"$64,800.00"
5/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,36,"$64,800.00"
5/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,36,"$64,800.00"
10/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,24,"$64,800.00"
10/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,24,"$64,800.00"
1/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,36,"$64,800.00"
1/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,36,"$64,800.00"
11/1/2023,PC-4001,Public Charger Standard,Public Chargers,Direct,36,"$64,800.00"
10/1/2023,PC-4001,Public Charger Standard,Public Chargers,Direct,36,"$64,800.00"
11/1/2022,PC-4001,Public Charger Standard,Public Chargers,Direct,36,"$64,800.00"
8/1/2022,PC-4001,Public Charger Standard,Public Chargers,Direct,36,"$64,800.00"
7/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,17,"$63,750.00"
5/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Direct,17,"$63,750.00"
5/1/2021,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,17,"$63,750.00"
3/1/2023,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,35,"$63,000.00"
4/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,35,"$63,000.00"
5/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,35,"$63,000.00"
5/1/2021,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,35,"$63,000.00"
5/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
5/1/2024,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
10/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
10/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
7/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
7/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
3/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
3/1/2023,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
12/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
12/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
9/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
9/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
6/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
6/1/2022,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
12/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
12/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
11/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
11/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
7/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
7/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
6/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Direct,14,"$63,000.00"
6/1/2021,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,14,"$63,000.00"
4/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Direct,7,"$63,000.00"
4/1/2021,FC-3003,Fast Charger Premium,Fast Chargers,Distributor,7,"$63,000.00"
6/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,7,"$63,000.00"
6/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
5/1/2024,PC-4003,Public Charger Pro,Public Chargers,Direct,7,"$63,000.00"
5/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
5/1/2024,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
12/1/2023,PC-4001,Public Charger Standard,Public Chargers,Direct,35,"$63,000.00"
11/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,14,"$63,000.00"
9/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,14,"$63,000.00"
8/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,7,"$63,000.00"
8/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
7/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,14,"$63,000.00"
7/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
6/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,14,"$63,000.00"
6/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,7,"$63,000.00"
6/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
5/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Distributor,14,"$63,000.00"
5/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,7,"$63,000.00"
5/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
4/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,14,"$63,000.00"
2/1/2023,PC-4002,Public Charger Advanced,Public Chargers,Direct,14,"$63,000.00"
2/1/2023,PC-4003,Public Charger Pro,Public Chargers,Direct,7,"$63,000.00"
2/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
1/1/2023,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
12/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Distributor,14,"$63,000.00"
11/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Distributor,14,"$63,000.00"
10/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Distributor,14,"$63,000.00"
8/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Direct,14,"$63,000.00"
7/1/2022,PC-4001,Public Charger Standard,Public Chargers,Direct,35,"$63,000.00"
7/1/2022,PC-4002,Public Charger Advanced,Public Chargers,Direct,14,"$63,000.00"
6/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,7,"$63,000.00"
6/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
6/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
5/1/2022,PC-4003,Public Charger Pro,Public Chargers,Direct,7,"$63,000.00"
5/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
5/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
4/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
3/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
1/1/2022,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
12/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Direct,14,"$63,000.00"
11/1/2021,PC-4001,Public Charger Standard,Public Chargers,Direct,35,"$63,000.00"
11/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Direct,14,"$63,000.00"
11/1/2021,PC-4003,Public Charger Pro,Public Chargers,Direct,7,"$63,000.00"
11/1/2021,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
10/1/2021,PC-4002,Public Charger Advanced,Public Chargers,Distributor,14,"$63,000.00"
9/1/2021,PC-4001,Public Charger Standard,Public Chargers,Direct,35,"$63,000.00"
5/1/2021,PC-4003,Public Charger Pro,Public Chargers,Distributor,7,"$63,000.00"
2/1/2024,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,23,"$62,100.00"
2/1/2024,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,23,"$62,100.00"
10/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,23,"$62,100.00"
9/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,23,"$62,100.00"
8/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,23,"$62,100.00"
7/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,23,"$62,100.00"
6/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,23,"$62,100.00"
6/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,23,"$62,100.00"
6/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,23,"$62,100.00"
11/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,23,"$62,100.00"
11/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,23,"$62,100.00"
8/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,23,"$62,100.00"
8/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,23,"$62,100.00"
6/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,34,"$61,200.00"
6/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,34,"$61,200.00"
4/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,34,"$61,200.00"
4/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,34,"$61,200.00"
2/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Direct,16,"$60,000.00"
2/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,16,"$60,000.00"
1/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Direct,16,"$60,000.00"
1/1/2024,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,16,"$60,000.00"
6/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,16,"$60,000.00"
6/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,16,"$60,000.00"
3/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,16,"$60,000.00"
3/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,16,"$60,000.00"
2/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Direct,16,"$60,000.00"
2/1/2022,FC-3002,Fast Charger Plus,Fast Chargers,Distributor,16,"$60,000.00"
2/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,22,"$59,400.00"
2/1/2023,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,22,"$59,400.00"
11/1/2022,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,22,"$59,400.00"
2/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Direct,33,"$59,400.00"
2/1/2022,CC-2002,Commercial Charger Advanced,Commercial Chargers,Distributor,33,"$59,400.00"
6/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,22,"$59,400.00"
6/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,22,"$59,400.00"
3/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Direct,22,"$59,400.00"
3/1/2021,CC-2003,Commercial Charger Pro,Commercial Chargers,Distributor,22,"$59,400.00"
9/1/2023,PC-4001,Public Charger Standard,Public Chargers,Direct,33,"$59,400.00"
1/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Direct,13,"$58,500.00"
1/1/2023,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,13,"$58,500.00"
7/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,13,"$58,500.00"
7/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,13,"$58,500.00"
5/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Direct,13,"$58,500.00"
5/1/2022,FC-3001,Fast Charger Basic,Fast Chargers,Distributor,13,"$58,500.00"
